피셔인베스트,그 월급에 잠이오니?,https://www.youtube.com/user/MsParksang,https://yt3.ggpht.com/a/AATXAJy3CIKG-pjg7mugIw0sAaxTqyt8sMGZuOSYZaVxRg=s100-c-k-c0xffffffff-no-rj-mo
신과함께,삼프로TV,https://www.youtube.com/channel/UChlv4GSd7OQl3js-jkLOnFA/featured,https://yt3.ggpht.com/a/AATXAJzWc1SFjFJAXs_7EJ1oBpbZ1DsNVvL0VkFR-s3z=s88-c-k-c0x00ffffff-no-rj
